"Passer","PlayType","GameID","posteam","DefensiveTeam","Yards.Gained","FirstDown","TimeSecs","time","play_new","PT_L","TG_L","FD_L","same"
"E.Manning","Pass",2017100111,"NYG","TB",11,1,2689,4,1,"Run",0,0,0
"J.Winston","Pass",2017100111,"TB","NYG",35,1,2608,6,1,"Run",0,0,0
"E.Manning","Pass",2017100111,"NYG","TB",10,1,2513,8,1,"Run",0,0,0
,"Run",2017100111,"TB","NYG",2,0,2231,13,0,"Run",-2,0,1
"E.Manning","Pass",2017100111,"NYG","TB",5,0,2189,14,1,"Run",2,0,0
"J.Winston","Pass",2017100111,"TB","NYG",11,1,1997,17,1,"Run",6,0,0
"E.Manning","Pass",2017100111,"NYG","TB",13,0,1832,22,1,"Run",-1,0,0
,"Run",2017100111,"TB","NYG",5,0,1800,24,0,"Run",2,0,1
"E.Manning","Pass",2017100111,"NYG","TB",0,0,1510,28,1,"Run",4,0,0
"J.Winston","Pass",2017100111,"TB","NYG",0,0,1154,33,1,"Run",0,0,0
,"Run",2017100111,"NYG","TB",7,0,1097,34,0,"Pass",0,0,0
,"Run",2017100111,"TB","NYG",0,0,855,37,0,"Pass",0,0,0
,"Run",2017100111,"NYG","TB",7,0,619,40,0,"Pass",0,0,0
,"Run",2017100111,"TB","NYG",5,0,565,41,0,"Run",7,0,1
"E.Manning","Pass",2017100111,"NYG","TB",0,0,464,43,1,"Pass",0,0,1
"J.Winston","Pass",2017100111,"TB","NYG",6,0,196,47,1,"Run",2,0,0
"C.Palmer","Pass",2017100109,"ARI","SF",0,0,3600,50,1,"Pass",4,0,1
,"Run",2017100109,"SF","ARI",2,0,3196,55,0,"Run",1,0,1
"B.Hoyer","Pass",2017100109,"SF","ARI",18,1,3050,2,1,"Run",4,0,0
"C.Palmer","Pass",2017100109,"ARI","SF",17,1,2825,6,1,"Pass",0,0,1
,"Run",2017100109,"SF","ARI",4,0,2579,11,0,"Pass",0,0,0
"C.Palmer","Pass",2017100109,"ARI","SF",0,0,2236,16,1,"Run",1,0,0
,"Run",2017100109,"SF","ARI",1,0,1952,20,0,"Pass",0,0,0
"C.Palmer","Pass",2017100109,"ARI","SF",5,0,1914,21,1,"Run",1,0,0
"B.Hoyer","Pass",2017100109,"SF","ARI",14,1,1878,22,1,"Pass",5,0,1
,"Run",2017100109,"ARI","SF",-4,0,1836,24,0,"Pass",0,0,0
"B.Hoyer","Pass",2017100109,"SF","ARI",16,1,1800,26,1,"Pass",6,0,1
,"Run",2017100109,"ARI","SF",8,0,1528,30,0,"Pass",5,0,0
,"Run",2017100109,"SF","ARI",0,0,1310,32,0,"Pass",0,0,0
,"Run",2017100109,"ARI","SF",2,0,1042,37,0,"Pass",0,0,0
"B.Hoyer","Pass",2017100109,"SF","ARI",0,0,889,39,1,"Pass",8,0,1
"C.Palmer","Pass",2017100109,"ARI","SF",15,1,829,40,1,"Pass",0,0,1
,"Run",2017100109,"SF","ARI",1,0,461,44,0,"Pass",6,0,0
"C.Palmer","Pass",2017100109,"ARI","SF",3,0,346,45,1,"Run",1,0,0
"B.Hoyer","Pass",2017100109,"SF","ARI",0,0,254,46,1,"Pass",3,0,1
"C.Palmer","Pass",2017100109,"ARI","SF",5,0,105,48,1,"Pass",3,0,1
"B.Hoyer","Pass",2017100109,"SF","ARI",3,0,50,49,1,"Pass",5,0,1
"C.Palmer","Pass",2017100109,"ARI","SF",11,1,-756,56,1,"Run",-4,0,0
,"Run",2017100112,"OAK","DEN",2,0,3484,2,0,"Run",0,0,1
,"Run",2017100112,"DEN","OAK",-1,0,3388,3,0,"Run",2,0,1
,"Run",2017100112,"OAK","DEN",4,0,3191,7,0,"Pass",22,0,0
"T.Siemian","Pass",2017100112,"DEN","OAK",15,1,3017,8,1,"Run",4,0,0
"D.Carr","Pass",2017100112,"OAK","DEN",0,0,2759,13,1,"Run",3,0,0
,"Run",2017100112,"DEN","OAK",1,0,2700,14,0,"Pass",0,0,0
,"Run",2017100112,"OAK","DEN",0,0,2523,16,0,"Pass",0,0,0
,"Run",2017100112,"DEN","OAK",9,0,2341,19,0,"Run",4,0,1
"D.Carr","Pass",2017100112,"OAK","DEN",11,1,2159,21,1,"Pass",0,0,1
"T.Siemian","Pass",2017100112,"DEN","OAK",11,1,2016,24,1,"Pass",64,0,1
"D.Carr","Pass",2017100112,"OAK","DEN",0,0,1860,27,1,"Pass",0,0,1
,"Run",2017100112,"DEN","OAK",8,0,1668,29,0,"Pass",0,0,0
,"Run",2017100112,"OAK","DEN",3,0,1473,30,0,"Run",8,0,1
,"Run",2017100112,"DEN","OAK",12,1,1333,31,0,"Run",3,0,1
,"Run",2017100112,"OAK","DEN",1,0,849,35,0,"Pass",-10,0,0
"T.Siemian","Pass",2017100112,"DEN","OAK",0,0,726,36,1,"Run",1,0,0
"E.Manuel","Pass",2017100112,"OAK","DEN",11,1,510,38,1,"Run",1,0,0
"T.Siemian","Pass",2017100112,"DEN","OAK",0,0,318,43,1,"Pass",0,0,1
"E.Manuel","Pass",2017100112,"OAK","DEN",4,0,256,44,1,"Pass",0,0,1
,"Run",2017100113,"SEA","IND",0,0,3423,3,0,"Pass",0,0,0
,"Run",2017100113,"IND","SEA",4,0,3239,5,0,"Pass",4,0,0
,"Run",2017100113,"SEA","IND",0,0,2992,7,0,"Run",3,0,1
"J.Brissett","Pass",2017100113,"IND","SEA",4,0,2913,8,1,"Run",0,0,0
"R.Wilson","Pass",2017100113,"SEA","IND",8,0,2828,9,1,"Pass",4,0,1
,"Run",2017100113,"IND","SEA",2,0,2623,11,0,"Pass",5,0,0
,"Run",2017100113,"SEA","IND",0,0,2125,18,0,"Run",1,0,1
"J.Brissett","Pass",2017100113,"IND","SEA",7,0,2014,20,1,"Pass",0,1,1
"R.Wilson","Pass",2017100113,"SEA","IND",9,0,1824,24,1,"Run",5,0,0
"J.Brissett","Pass",2017100113,"IND","SEA",5,0,1463,31,1,"Pass",0,0,1
"R.Wilson","Pass",2017100113,"SEA","IND",5,0,1377,32,1,"Pass",5,0,1
,"Run",2017100113,"IND","SEA",2,0,1249,34,0,"Pass",0,0,0
"R.Wilson","Pass",2017100113,"SEA","IND",5,0,1192,35,1,"Run",2,0,0
,"Run",2017100113,"IND","SEA",2,0,1019,37,0,"Pass",33,1,0
,"Run",2017100113,"SEA","IND",2,0,962,38,0,"Run",2,0,1
,"Run",2017100113,"IND","SEA",14,1,676,42,0,"Run",0,0,1
,"Run",2017100113,"SEA","IND",11,1,558,45,0,"Pass",0,0,0
,"Run",2017100113,"IND","SEA",3,0,137,49,0,"Pass",4,0,0
,"Run",2017100200,"KC","WAS",0,0,2862,8,0,"Run",5,0,1
"K.Cousins","Pass",2017100200,"WAS","KC",20,1,2564,12,1,"Run",3,0,0
,"Run",2017100200,"KC","WAS",12,1,2415,15,0,"Run",5,0,1
"K.Cousins","Pass",2017100200,"WAS","KC",0,0,2155,19,1,"Run",4,0,0
"A.Smith","Pass",2017100200,"KC","WAS",12,1,2101,20,1,"Pass",0,0,1
"K.Cousins","Pass",2017100200,"WAS","KC",13,1,1914,24,1,"Pass",17,0,1
,"Run",2017100200,"KC","WAS",2,0,1865,26,0,"Pass",-4,0,0
"K.Cousins","Pass",2017100200,"WAS","KC",69,1,1460,34,1,"Run",4,0,0
,"Run",2017100200,"KC","WAS",5,0,1252,36,0,"Run",3,0,1
,"Run",2017100200,"WAS","KC",6,0,901,40,0,"Run",1,0,1
,"Run",2017100200,"KC","WAS",1,0,781,42,0,"Run",5,0,1
"K.Cousins","Pass",2017100200,"WAS","KC",16,1,291,47,1,"Run",0,0,0
"A.Smith","Pass",2017100200,"KC","WAS",4,0,47,51,1,"Run",8,0,0
"K.Cousins","Pass",2017100200,"WAS","KC",-7,0,4,54,1,"Run",-1,0,0
"J.Winston","Pass",2017100500,"TB","NE",10,1,3477,4,1,"Pass",0,1,1
"T.Brady","Pass",2017100500,"NE","TB",0,0,3388,6,1,"Run",1,0,0
"J.Winston","Pass",2017100500,"TB","NE",10,1,3332,7,1,"Pass",0,0,1
,"Run",2017100500,"NE","TB",1,0,3211,9,0,"Run",8,0,1
,"Run",2017100500,"TB","NE",1,0,2781,14,0,"Run",3,0,1
,"Run",2017100500,"NE","TB",9,0,2721,15,0,"Run",1,0,1
"J.Winston","Pass",2017100500,"TB","NE",16,1,2618,16,1,"Run",9,0,0
"T.Brady","Pass",2017100500,"NE","TB",18,1,2306,24,1,"Run",1,0,0
"J.Winston","Pass",2017100500,"TB","NE",5,0,1835,31,1,"Run",1,0,0
"T.Brady","Pass",2017100500,"NE","TB",17,1,1700,33,1,"Run",3,0,0
"J.Winston","Pass",2017100500,"TB","NE",0,0,1495,38,1,"Run",6,0,0
"T.Brady","Pass",2017100500,"NE","TB",3,0,1304,41,1,"Run",4,0,0
,"Run",2017100500,"TB","NE",4,0,1091,45,0,"Run",6,0,1
"T.Brady","Pass",2017100500,"NE","TB",7,0,854,47,1,"Pass",8,0,1
"J.Winston","Pass",2017100500,"TB","NE",0,0,640,50,1,"Run",-5,0,0
,"Run",2017100500,"NE","TB",5,0,336,55,0,"Pass",0,0,0
"J.Winston","Pass",2017100500,"TB","NE",15,1,266,56,1,"Run",5,0,0
,"Run",2017100500,"NE","TB",2,0,128,60,0,"Pass",0,0,0
"J.Winston","Pass",2017100500,"TB","NE",24,1,70,61,1,"Run",2,0,0
,"Run",2017100801,"CLE","NYJ",3,0,3475,2,0,"Run",0,0,1
"J.McCown","Pass",2017100801,"NYJ","CLE",6,0,3332,3,1,"Run",3,0,0
,"Run",2017100801,"CLE","NYJ",4,0,3158,4,0,"Pass",6,0,0
,"Run",2017100801,"NYJ","CLE",5,0,2776,8,0,"Run",3,0,1
,"Run",2017100801,"CLE","NYJ",10,1,2607,12,0,"Pass",0,0,0
"J.McCown","Pass",2017100801,"NYJ","CLE",4,0,2400,16,1,"Pass",0,0,1
,"Run",2017100801,"CLE","NYJ",5,0,2317,17,0,"Pass",4,0,0
,"Run",2017100801,"NYJ","CLE",1,0,1993,21,0,"Run",3,0,1
"D.Kizer","Pass",2017100801,"CLE","NYJ",9,0,1898,22,1,"Run",1,0,0
"J.McCown","Pass",2017100801,"NYJ","CLE",11,0,1831,24,1,"Pass",0,0,1
,"Run",2017100801,"CLE","NYJ",2,0,1800,27,0,"Pass",3,0,0
,"Run",2017100801,"NYJ","CLE",0,0,1459,32,0,"Pass",21,0,0
,"Run",2017100801,"CLE","NYJ",1,0,1250,34,0,"Run",0,0,1
"J.McCown","Pass",2017100801,"NYJ","CLE",11,1,1198,35,1,"Run",1,0,0
"K.Hogan","Pass",2017100801,"CLE","NYJ",8,0,1157,37,1,"Pass",2,0,1
"J.McCown","Pass",2017100801,"NYJ","CLE",6,0,776,41,1,"Run",1,0,0
"K.Hogan","Pass",2017100801,"CLE","NYJ",0,0,510,45,1,"Pass",24,0,1
,"Run",2017100801,"NYJ","CLE",1,0,435,46,0,"Pass",0,0,0
"K.Hogan","Pass",2017100801,"CLE","NYJ",2,0,203,48,1,"Run",2,0,0
,"Run",2017100802,"DET","CAR",16,1,3600,51,0,"Run",6,0,1
,"Run",2017100802,"DET","CAR",-2,0,3167,3,0,"Run",5,0,1
,"Run",2017100802,"CAR","DET",-4,0,3112,4,0,"Run",-2,0,1
"M.Stafford","Pass",2017100802,"DET","CAR",3,0,2926,6,1,"Run",0,0,0
"C.Newton","Pass",2017100802,"CAR","DET",8,0,2612,12,1,"Run",1,0,0
"M.Stafford","Pass",2017100802,"DET","CAR",11,0,2432,14,1,"Run",3,0,0
"C.Newton","Pass",2017100802,"CAR","DET",2,0,2346,15,1,"Pass",11,0,1
,"Run",2017100802,"DET","CAR",-1,0,2187,16,0,"Pass",2,0,0
"C.Newton","Pass",2017100802,"CAR","DET",13,1,2098,17,1,"Run",-1,0,0
,"Run",2017100802,"DET","CAR",-4,0,1466,27,0,"Run",-1,0,1
,"Run",2017100802,"CAR","DET",-2,0,1358,28,0,"Run",-4,0,1
"M.Stafford","Pass",2017100802,"DET","CAR",8,0,1259,29,1,"Run",-2,0,0
"C.Newton","Pass",2017100802,"CAR","DET",4,0,1094,31,1,"Pass",8,0,1
"M.Stafford","Pass",2017100802,"DET","CAR",6,1,843,33,1,"Run",1,0,0
,"Run",2017100802,"CAR","DET",3,0,730,34,0,"Pass",6,1,0
"M.Stafford","Pass",2017100802,"DET","CAR",22,1,538,36,1,"Run",-2,0,0
,"Run",2017100802,"CAR","DET",-2,0,322,41,0,"Pass",4,0,0
"M.Stafford","Pass",2017100802,"DET","CAR",0,0,253,42,1,"Run",-2,0,0
,"Run",2017100802,"CAR","DET",-2,0,197,44,0,"Pass",0,0,0
"J.Brissett","Pass",2017100803,"IND","SF",10,1,3600,45,1,"Run",-2,0,0
"B.Hoyer","Pass",2017100803,"SF","IND",6,0,3249,50,1,"Pass",0,0,1
,"Run",2017100803,"IND","SF",2,0,2857,6,0,"Pass",3,0,0
,"Run",2017100803,"SF","IND",4,0,2685,8,0,"Pass",0,0,0
"J.Brissett","Pass",2017100803,"IND","SF",0,0,2582,9,1,"Run",4,0,0
"B.Hoyer","Pass",2017100803,"SF","IND",0,0,2553,10,1,"Pass",0,0,1
"J.Brissett","Pass",2017100803,"IND","SF",13,1,2460,11,1,"Pass",0,0,1
,"Run",2017100803,"SF","IND",5,0,2269,13,0,"Run",1,0,1
"J.Brissett","Pass",2017100803,"IND","SF",16,1,2096,15,1,"Pass",0,0,1
"B.Hoyer","Pass",2017100803,"SF","IND",25,1,1859,20,1,"Run",2,0,0
"J.Brissett","Pass",2017100803,"IND","SF",0,0,1683,24,1,"Pass",6,0,1
"B.Hoyer","Pass",2017100803,"SF","IND",0,0,1362,27,1,"Run",0,0,0
"J.Brissett","Pass",2017100803,"IND","SF",6,0,1250,29,1,"Run",4,0,0
,"Run",2017100803,"SF","IND",14,1,1092,32,0,"Run",22,0,1
"J.Brissett","Pass",2017100803,"IND","SF",63,1,819,38,1,"Run",3,0,0
"B.Hoyer","Pass",2017100803,"SF","IND",20,1,591,41,1,"Run",-2,0,0
"J.Brissett","Pass",2017100803,"IND","SF",10,1,480,44,1,"Run",2,0,0
"B.Hoyer","Pass",2017100803,"SF","IND",27,1,329,46,1,"Run",5,0,0
,"Run",2017100803,"IND","SF",1,0,-300,4,0,"Run",-1,0,1
,"Run",2017100803,"SF","IND",0,0,-566,8,0,"Pass",0,1,0
"J.Brissett","Pass",2017100803,"IND","SF",0,0,-681,10,1,"Pass",0,0,1
,"Run",2017100804,"TEN","MIA",5,0,3600,13,0,"Run",0,0,1
"J.Cutler","Pass",2017100804,"MIA","TEN",2,0,3492,14,1,"Run",5,0,0
"M.Cassel","Pass",2017100804,"TEN","MIA",8,0,3242,15,1,"Pass",2,0,1
,"Run",2017100804,"MIA","TEN",4,0,3076,16,0,"Pass",8,0,0
,"Run",2017100804,"TEN","MIA",-3,0,2974,17,0,"Run",4,0,1
,"Run",2017100804,"MIA","TEN",3,0,2942,18,0,"Run",-3,0,1
,"Run",2017100804,"TEN","MIA",11,1,2753,20,0,"Run",3,0,1
,"Run",2017100804,"MIA","TEN",9,0,2562,24,0,"Run",7,0,1
"M.Cassel","Pass",2017100804,"TEN","MIA",0,0,2512,25,1,"Run",9,0,0
,"Run",2017100804,"MIA","TEN",9,0,2371,26,0,"Pass",0,0,0
"M.Cassel","Pass",2017100804,"TEN","MIA",5,0,2231,28,1,"Pass",0,0,1
"J.Cutler","Pass",2017100804,"MIA","TEN",0,1,2134,29,1,"Pass",5,0,1
"M.Cassel","Pass",2017100804,"TEN","MIA",0,0,1900,31,1,"Run",4,0,0
,"Run",2017100804,"MIA","TEN",-2,0,1795,33,0,"Pass",6,0,0
"M.Cassel","Pass",2017100804,"TEN","MIA",14,1,1619,34,1,"Run",-2,0,0
"J.Cutler","Pass",2017100804,"MIA","TEN",13,1,1337,40,1,"Pass",11,0,1
,"Run",2017100804,"TEN","MIA",1,0,1242,42,0,"Pass",0,0,0
"J.Cutler","Pass",2017100804,"MIA","TEN",0,0,1103,43,1,"Run",1,0,0
,"Run",2017100804,"TEN","MIA",2,0,996,45,0,"Pass",0,0,0
,"Run",2017100804,"MIA","TEN",11,0,929,46,0,"Run",2,0,1
"M.Cassel","Pass",2017100804,"TEN","MIA",0,0,627,51,1,"Run",-1,0,0
,"Run",2017100804,"MIA","TEN",2,0,555,52,0,"Pass",0,0,0
"M.Cassel","Pass",2017100804,"TEN","MIA",11,1,315,55,1,"Pass",0,0,1
,"Run",2017100804,"MIA","TEN",3,0,171,58,0,"Pass",0,0,0
"M.Cassel","Pass",2017100804,"TEN","MIA",7,0,19,60,1,"Run",5,0,0
"A.Dalton","Pass",2017100800,"CIN","BUF",15,1,3595,61,1,"Pass",7,0,1
"T.Taylor","Pass",2017100800,"BUF","CIN",0,0,3484,63,1,"Pass",7,0,1
"A.Dalton","Pass",2017100800,"CIN","BUF",77,0,3399,64,1,"Pass",0,0,1
,"Run",2017100800,"BUF","CIN",4,0,3382,65,0,"Pass",77,0,0
,"Run",2017100800,"CIN","BUF",12,1,3211,3,0,"Pass",0,0,0
,"Run",2017100800,"BUF","CIN",4,0,2960,6,0,"Run",3,0,1
,"Run",2017100800,"CIN","BUF",3,0,2710,11,0,"Run",6,0,1
,"Run",2017100800,"BUF","CIN",0,0,2341,15,0,"Run",-1,0,1
"A.Dalton","Pass",2017100800,"CIN","BUF",0,1,2092,18,1,"Run",6,0,0
"T.Taylor","Pass",2017100800,"BUF","CIN",0,0,2084,19,1,"Pass",0,1,1
,"Run",2017100800,"CIN","BUF",8,0,1984,21,0,"Pass",0,0,0
,"Run",2017100800,"BUF","CIN",14,1,1914,22,0,"Run",8,0,1
,"Run",2017100800,"CIN","BUF",4,0,1713,27,0,"Pass",0,0,0
,"Run",2017100800,"BUF","CIN",3,0,1631,28,0,"Run",4,0,1
"A.Dalton","Pass",2017100800,"CIN","BUF",21,1,1518,29,1,"Run",3,0,0
,"Run",2017100800,"BUF","CIN",9,0,1294,33,0,"Pass",20,1,0
,"Run",2017100800,"CIN","BUF",2,1,1014,36,0,"Run",3,0,1
,"Run",2017100800,"BUF","CIN",3,0,895,40,0,"Run",5,0,1
"A.Dalton","Pass",2017100800,"CIN","BUF",0,0,706,42,1,"Pass",8,0,1
"T.Taylor","Pass",2017100800,"BUF","CIN",0,0,637,43,1,"Pass",0,0,1
,"Run",2017100800,"CIN","BUF",-1,0,533,44,0,"Pass",0,0,0
,"Run",2017100805,"NYG","LAC",4,0,3513,2,0,"Run",3,0,1
,"Run",2017100805,"LAC","NYG",3,0,3283,5,0,"Run",0,0,1
"E.Manning","Pass",2017100805,"NYG","LAC",9,0,3225,6,1,"Run",3,0,0
,"Run",2017100805,"LAC","NYG",2,0,3092,8,0,"Pass",7,0,0
,"Run",2017100805,"NYG","LAC",8,0,2975,9,0,"Run",2,0,1
"P.Rivers","Pass",2017100805,"LAC","NYG",6,0,2828,12,1,"Run",5,0,0
,"Run",2017100805,"NYG","LAC",14,1,2570,16,0,"Run",0,0,1
,"Run",2017100805,"LAC","NYG",-2,0,2437,18,0,"Run",8,0,1
"E.Manning","Pass",2017100805,"NYG","LAC",0,0,2373,19,1,"Run",-2,0,0
,"Run",2017100805,"LAC","NYG",0,0,2277,21,0,"Run",5,0,1
"E.Manning","Pass",2017100805,"NYG","LAC",0,0,2212,22,1,"Run",0,0,0
"P.Rivers","Pass",2017100805,"LAC","NYG",0,0,2149,23,1,"Pass",0,0,1
,"Run",2017100805,"NYG","LAC",3,0,2057,24,0,"Pass",0,0,0
"P.Rivers","Pass",2017100805,"LAC","NYG",6,0,1962,25,1,"Run",3,0,0
,"Run",2017100805,"NYG","LAC",5,0,1795,29,0,"Pass",0,0,0
"P.Rivers","Pass",2017100805,"LAC","NYG",18,1,1715,30,1,"Run",5,0,0
"E.Manning","Pass",2017100805,"NYG","LAC",20,1,1556,33,1,"Run",7,0,0
,"Run",2017100805,"LAC","NYG",9,0,1295,38,0,"Pass",0,0,0
"E.Manning","Pass",2017100805,"NYG","LAC",9,0,940,43,1,"Pass",25,0,1
,"Run",2017100805,"LAC","NYG",14,1,811,46,0,"Run",-2,0,1
,"Run",2017100805,"NYG","LAC",6,0,660,48,0,"Run",3,0,1
"P.Rivers","Pass",2017100805,"LAC","NYG",5,0,545,49,1,"Run",6,0,0
,"Run",2017100805,"NYG","LAC",3,0,284,53,0,"Pass",0,0,0
,"Run",2017100805,"LAC","NYG",1,0,226,54,0,"Run",3,0,1
,"Run",2017100805,"NYG","LAC",4,0,173,55,0,"Run",1,0,1
"B.Roethlisberger","Pass",2017100807,"PIT","JAX",49,1,3503,2,1,"Run",3,0,0
"B.Bortles","Pass",2017100807,"JAX","PIT",3,0,3317,5,1,"Run",4,0,0
,"Run",2017100807,"PIT","JAX",0,0,3141,7,0,"Pass",0,0,0
,"Run",2017100807,"JAX","PIT",0,0,2784,11,0,"Pass",0,0,0
"B.Roethlisberger","Pass",2017100807,"PIT","JAX",15,1,2532,15,1,"Run",2,0,0
,"Run",2017100807,"JAX","PIT",2,0,2367,17,0,"Run",2,0,1
"B.Roethlisberger","Pass",2017100807,"PIT","JAX",0,0,1911,21,1,"Pass",0,0,1
"B.Bortles","Pass",2017100807,"JAX","PIT",3,0,1866,23,1,"Pass",4,0,1
"B.Roethlisberger","Pass",2017100807,"PIT","JAX",21,1,1841,24,1,"Pass",3,0,1
,"Run",2017100807,"JAX","PIT",3,0,1434,32,0,"Pass",0,0,0
"B.Roethlisberger","Pass",2017100807,"PIT","JAX",-1,0,1342,33,1,"Run",3,0,0
,"Run",2017100807,"JAX","PIT",1,0,890,38,0,"Pass",0,0,0
"B.Roethlisberger","Pass",2017100807,"PIT","JAX",-1,0,403,44,1,"Run",-4,0,0
,"Run",2017100807,"JAX","PIT",2,0,330,46,0,"Pass",0,0,0
"B.Roethlisberger","Pass",2017100807,"PIT","JAX",0,0,268,47,1,"Run",2,0,0
,"Run",2017100807,"JAX","PIT",1,0,191,51,0,"Pass",6,0,0
,"Run",2017100806,"ARI","PHI",1,0,3594,2,0,"Run",1,0,1
"C.Wentz","Pass",2017100806,"PHI","ARI",0,0,3525,3,1,"Run",1,0,0
"C.Palmer","Pass",2017100806,"ARI","PHI",0,0,3193,7,1,"Pass",3,0,1
,"Run",2017100806,"PHI","ARI",0,0,3022,9,0,"Run",1,0,1
,"Run",2017100806,"ARI","PHI",-3,0,2925,10,0,"Run",0,0,1
,"Run",2017100806,"PHI","ARI",1,0,2836,11,0,"Run",-3,0,1
,"Run",2017100806,"ARI","PHI",2,1,2743,12,0,"Run",1,0,1
"C.Wentz","Pass",2017100806,"PHI","ARI",5,0,2502,16,1,"Run",1,0,0
"C.Palmer","Pass",2017100806,"ARI","PHI",8,1,2344,18,1,"Pass",0,0,1
"C.Wentz","Pass",2017100806,"PHI","ARI",1,0,2215,20,1,"Run",0,0,0
,"Run",2017100806,"ARI","PHI",1,0,2088,21,0,"Pass",1,0,0
"C.Wentz","Pass",2017100806,"PHI","ARI",3,0,1999,22,1,"Run",1,0,0
"C.Palmer","Pass",2017100806,"ARI","PHI",13,0,1840,26,1,"Pass",0,0,1
,"Run",2017100806,"PHI","ARI",14,1,1800,29,0,"Pass",19,0,0
,"Run",2017100806,"ARI","PHI",-2,0,1454,33,0,"Run",1,0,1
,"Run",2017100806,"PHI","ARI",1,0,1332,34,0,"Run",-2,0,1
"C.Palmer","Pass",2017100806,"ARI","PHI",15,1,1276,35,1,"Run",1,0,0
,"Run",2017100806,"PHI","ARI",37,1,1164,37,0,"Run",2,0,1
"C.Palmer","Pass",2017100806,"ARI","PHI",15,1,992,39,1,"Run",4,0,0
"C.Wentz","Pass",2017100806,"PHI","ARI",8,0,674,44,1,"Pass",0,0,1
"C.Palmer","Pass",2017100806,"ARI","PHI",18,1,120,49,1,"Run",1,0,0
"J.Goff","Pass",2017100808,"LA","SEA",3,0,3424,3,1,"Run",-4,0,0
,"Run",2017100808,"SEA","LA",2,0,3260,7,0,"Run",5,0,1
,"Run",2017100808,"LA","SEA",0,0,3004,10,0,"Run",-3,0,1
"T.McEvoy","Pass",2017100808,"SEA","LA",0,1,2901,11,1,"Run",0,0,0
,"Run",2017100808,"LA","SEA",2,0,2890,12,0,"Pass",0,1,0
,"Run",2017100808,"SEA","LA",2,0,2648,16,0,"Run",1,0,1
"J.Goff","Pass",2017100808,"LA","SEA",2,0,2425,19,1,"Pass",0,1,1
"R.Wilson","Pass",2017100808,"SEA","LA",0,0,2369,20,1,"Pass",2,0,1
"J.Goff","Pass",2017100808,"LA","SEA",1,0,1914,26,1,"Run",0,0,0
"R.Wilson","Pass",2017100808,"SEA","LA",14,1,1888,27,1,"Pass",1,0,1
"J.Goff","Pass",2017100808,"LA","SEA",0,0,1794,30,1,"Pass",8,0,1
,"Run",2017100808,"SEA","LA",3,0,1494,34,0,"Pass",0,0,0
,"Run",2017100808,"LA","SEA",6,0,1235,37,0,"Pass",0,0,0
,"Run",2017100808,"SEA","LA",3,0,948,41,0,"Pass",9,0,0
,"Run",2017100808,"LA","SEA",-3,0,808,42,0,"Run",3,0,1
"R.Wilson","Pass",2017100808,"SEA","LA",0,0,711,43,1,"Run",-3,0,0
,"Run",2017100808,"LA","SEA",0,0,648,44,0,"Pass",0,0,0
,"Run",2017100808,"SEA","LA",7,0,362,48,0,"Pass",0,0,0
,"Run",2017100808,"LA","SEA",2,0,257,49,0,"Run",7,0,1
,"Run",2017100808,"SEA","LA",-1,0,166,51,0,"Pass",29,1,0
"J.Goff","Pass",2017100808,"LA","SEA",35,1,67,52,1,"Run",-1,0,0
"E.Manuel","Pass",2017100809,"OAK","BAL",3,0,3458,4,1,"Run",4,0,0
,"Run",2017100809,"BAL","OAK",5,0,3007,11,0,"Run",-2,0,1
"E.Manuel","Pass",2017100809,"OAK","BAL",0,0,2517,17,1,"Run",0,0,0
"J.Flacco","Pass",2017100809,"BAL","OAK",8,0,2351,20,1,"Pass",41,0,1
"E.Manuel","Pass",2017100809,"OAK","BAL",10,0,2086,23,1,"Run",1,0,0
,"Run",2017100809,"BAL","OAK",3,0,1957,24,0,"Pass",10,0,0
,"Run",2017100809,"OAK","BAL",2,0,1828,26,0,"Pass",0,0,0
,"Run",2017100809,"BAL","OAK",-3,0,1742,28,0,"Pass",0,0,0
,"Run",2017100809,"OAK","BAL",4,0,1613,29,0,"Run",-3,0,1
,"Run",2017100809,"BAL","OAK",0,0,1476,30,0,"Run",4,0,1
"E.Manuel","Pass",2017100809,"OAK","BAL",0,0,1408,31,1,"Run",0,0,0
"J.Flacco","Pass",2017100809,"BAL","OAK",8,0,1126,36,1,"Run",3,0,0
,"Run",2017100809,"OAK","BAL",9,0,690,40,0,"Run",4,0,1
,"Run",2017100809,"BAL","OAK",2,0,530,42,0,"Run",2,0,1
"E.Manuel","Pass",2017100809,"OAK","BAL",0,0,144,47,1,"Run",2,0,0
"A.Rodgers","Pass",2017100810,"GB","DAL",7,0,3204,6,1,"Pass",2,0,1
"D.Prescott","Pass",2017100810,"DAL","GB",13,1,2941,10,1,"Run",2,0,0
,"Run",2017100810,"GB","DAL",1,0,2170,19,0,"Pass",10,0,0
"D.Prescott","Pass",2017100810,"DAL","GB",9,0,1854,24,1,"Run",7,0,0
,"Run",2017100810,"GB","DAL",7,0,1799,26,0,"Pass",0,0,0
"D.Prescott","Pass",2017100810,"DAL","GB",4,0,1569,30,1,"Run",-1,0,0
,"Run",2017100810,"GB","DAL",6,0,1357,32,0,"Pass",0,0,0
,"Run",2017100810,"DAL","GB",25,1,894,39,0,"Pass",10,0,0
,"Run",2017100810,"GB","DAL",4,0,699,43,0,"Run",2,0,1
,"Run",2017100810,"DAL","GB",3,0,637,44,0,"Run",4,0,1
