"Passer","PlayType","GameID","posteam","DefensiveTeam","Yards.Gained","FirstDown","TimeSecs","time","play_new","PT_L","TG_L","FD_L","same"
,"Run",2017090700,"KC","NE",7,1,3428,5,0,"Pass",0,0,0
"T.Brady","Pass",2017090700,"NE","KC",0,0,3420,6,1,"Run",7,1,0
,"Run",2017090700,"KC","NE",9,0,3265,8,0,"Pass",0,0,0
,"Run",2017090700,"NE","KC",3,0,2883,15,0,"Pass",0,0,0
"A.Smith","Pass",2017090700,"KC","NE",0,0,2691,19,1,"Pass",0,0,1
,"Run",2017090700,"NE","KC",4,0,2597,20,0,"Pass",0,0,0
,"Run",2017090700,"KC","NE",3,0,2242,26,0,"Run",2,0,1
,"Run",2017090700,"NE","KC",4,0,2024,28,0,"Run",1,0,1
,"Run",2017090700,"KC","NE",7,0,1949,29,0,"Run",4,0,1
"T.Brady","Pass",2017090700,"NE","KC",0,0,1613,38,1,"Pass",7,0,1
"A.Smith","Pass",2017090700,"KC","NE",75,0,1468,40,1,"Run",2,0,0
"T.Brady","Pass",2017090700,"NE","KC",0,0,1459,41,1,"Pass",75,0,1
,"Run",2017090700,"KC","NE",1,0,1328,43,0,"Pass",0,0,0
"T.Brady","Pass",2017090700,"NE","KC",22,1,1278,44,1,"Run",1,0,0
"A.Smith","Pass",2017090700,"KC","NE",8,0,1196,46,1,"Run",0,0,0
"T.Brady","Pass",2017090700,"NE","KC",54,1,1070,47,1,"Pass",8,0,1
,"Run",2017090700,"KC","NE",13,0,904,50,0,"Run",3,0,1
"T.Brady","Pass",2017090700,"NE","KC",26,1,847,52,1,"Pass",78,0,1
"A.Smith","Pass",2017090700,"KC","NE",0,0,741,54,1,"Pass",8,0,1
,"Run",2017090700,"NE","KC",2,0,628,55,0,"Pass",0,0,0
"A.Smith","Pass",2017090700,"KC","NE",9,0,535,57,1,"Pass",0,0,1
"J.McCown","Pass",2017091000,"NYJ","BUF",3,0,3228,7,1,"Run",-6,0,0
"T.Taylor","Pass",2017091000,"BUF","NYJ",21,1,3117,8,1,"Pass",3,0,1
"J.McCown","Pass",2017091000,"NYJ","BUF",4,0,2961,10,1,"Run",3,0,0
,"Run",2017091000,"BUF","NYJ",-1,0,2817,11,0,"Pass",4,0,0
"J.McCown","Pass",2017091000,"NYJ","BUF",0,0,2486,16,1,"Run",2,0,0
"T.Taylor","Pass",2017091000,"BUF","NYJ",35,1,2194,19,1,"Pass",-1,0,1
"J.McCown","Pass",2017091000,"NYJ","BUF",0,0,2039,22,1,"Run",-1,0,0
"T.Taylor","Pass",2017091000,"BUF","NYJ",-5,0,1904,25,1,"Run",2,0,0
,"Run",2017091000,"NYJ","BUF",0,0,1794,27,0,"Pass",0,0,0
,"Run",2017091000,"BUF","NYJ",1,0,1620,29,0,"Run",1,0,1
,"Run",2017091000,"NYJ","BUF",0,0,1541,30,0,"Run",1,0,1
,"Run",2017091000,"BUF","NYJ",0,0,1445,31,0,"Run",0,0,1
,"Run",2017091000,"NYJ","BUF",8,0,1312,34,0,"Pass",1,0,0
"T.Taylor","Pass",2017091000,"BUF","NYJ",0,0,1020,39,1,"Pass",9,0,1
"J.McCown","Pass",2017091000,"NYJ","BUF",2,0,762,43,1,"Run",3,0,0
,"Run",2017091000,"BUF","NYJ",2,0,565,45,0,"Pass",4,0,0
"J.McCown","Pass",2017091000,"NYJ","BUF",0,0,451,46,1,"Run",2,0,0
,"Run",2017091000,"BUF","NYJ",5,0,393,47,0,"Pass",0,0,0
"J.McCown","Pass",2017091000,"NYJ","BUF",0,0,298,48,1,"Run",5,0,0
,"Run",2017091000,"BUF","NYJ",2,0,231,49,0,"Pass",0,0,0
"J.McCown","Pass",2017091000,"NYJ","BUF",0,1,104,51,1,"Run",3,0,0
"C.Wentz","Pass",2017091008,"PHI","WAS",0,0,3455,3,1,"Run",-1,0,0
"K.Cousins","Pass",2017091008,"WAS","PHI",0,0,3388,4,1,"Pass",0,0,1
"C.Wentz","Pass",2017091008,"PHI","WAS",1,1,3298,6,1,"Run",4,0,0
,"Run",2017091008,"WAS","PHI",4,0,3081,9,0,"Run",1,0,1
,"Run",2017091008,"PHI","WAS",4,0,2989,10,0,"Run",4,0,1
,"Run",2017091008,"WAS","PHI",6,0,2598,15,0,"Run",2,0,1
"C.Wentz","Pass",2017091008,"PHI","WAS",14,1,2366,17,1,"Run",-1,0,0
"K.Cousins","Pass",2017091008,"WAS","PHI",0,0,2036,21,1,"Run",2,0,0
"C.Wentz","Pass",2017091008,"PHI","WAS",0,0,1877,25,1,"Run",4,0,0
,"Run",2017091008,"WAS","PHI",4,0,1443,33,0,"Run",3,0,1
"C.Wentz","Pass",2017091008,"PHI","WAS",11,1,1020,39,1,"Pass",1,0,1
"K.Cousins","Pass",2017091008,"WAS","PHI",0,0,891,42,1,"Pass",0,0,1
,"Run",2017091008,"PHI","WAS",2,0,741,45,0,"Pass",4,0,0
"K.Cousins","Pass",2017091008,"WAS","PHI",0,0,403,48,1,"Run",3,0,0
"C.Wentz","Pass",2017091008,"PHI","WAS",0,0,346,49,1,"Pass",0,0,1
"K.Cousins","Pass",2017091008,"WAS","PHI",7,0,119,2,1,"Run",3,0,0
"D.Carr","Pass",2017091007,"OAK","TEN",6,0,3598,4,1,"Pass",6,0,1
"M.Mariota","Pass",2017091007,"TEN","OAK",0,0,3469,7,1,"Pass",8,0,1
,"Run",2017091007,"OAK","TEN",4,0,3118,12,0,"Run",10,0,1
,"Run",2017091007,"TEN","OAK",0,0,2695,17,0,"Pass",0,0,0
,"Run",2017091007,"OAK","TEN",0,0,2580,18,0,"Run",0,0,1
,"Run",2017091007,"TEN","OAK",3,0,2223,22,0,"Run",2,0,1
"D.Carr","Pass",2017091007,"OAK","TEN",15,1,1843,28,1,"Pass",2,0,1
,"Run",2017091007,"TEN","OAK",5,0,1800,31,0,"Pass",5,0,0
"D.Carr","Pass",2017091007,"OAK","TEN",0,0,1581,33,1,"Pass",4,0,1
,"Run",2017091007,"TEN","OAK",-1,0,1524,34,0,"Pass",0,0,0
,"Run",2017091007,"OAK","TEN",2,0,1422,35,0,"Run",-1,0,1
"M.Mariota","Pass",2017091007,"TEN","OAK",6,0,1171,38,1,"Pass",0,0,1
"D.Carr","Pass",2017091007,"OAK","TEN",11,1,900,42,1,"Pass",0,0,1
"M.Mariota","Pass",2017091007,"TEN","OAK",17,1,710,47,1,"Pass",19,0,1
,"Run",2017091007,"OAK","TEN",0,0,632,49,0,"Pass",0,0,0
,"Run",2017091007,"TEN","OAK",7,0,404,51,0,"Run",1,0,1
,"Run",2017091007,"OAK","TEN",4,0,281,3,0,"Pass",0,0,0
"M.Mariota","Pass",2017091007,"TEN","OAK",12,1,69,6,1,"Run",2,0,0
,"Run",2017091005,"JAX","HOU",4,0,3600,9,0,"Pass",0,0,0
,"Run",2017091005,"HOU","JAX",1,0,3428,12,0,"Pass",6,0,0
,"Run",2017091005,"JAX","HOU",3,0,3334,13,0,"Run",1,0,1
,"Run",2017091005,"HOU","JAX",6,0,3252,14,0,"Run",3,0,1
"B.Bortles","Pass",2017091005,"JAX","HOU",12,1,3003,17,1,"Run",-1,0,0
,"Run",2017091005,"HOU","JAX",-2,0,2682,23,0,"Run",-1,0,1
,"Run",2017091005,"JAX","HOU",-1,0,2578,24,0,"Run",-2,0,1
,"Run",2017091005,"HOU","JAX",4,0,2484,25,0,"Run",-1,0,1
,"Run",2017091005,"JAX","HOU",4,0,2412,26,0,"Run",4,0,1
"T.Savage","Pass",2017091005,"HOU","JAX",15,1,2317,27,1,"Run",4,0,0
"B.Bortles","Pass",2017091005,"JAX","HOU",6,0,2251,29,1,"Run",3,0,0
"T.Savage","Pass",2017091005,"HOU","JAX",7,0,1922,33,1,"Run",3,0,0
,"Run",2017091005,"JAX","HOU",7,0,1449,42,0,"Pass",4,0,0
,"Run",2017091005,"HOU","JAX",4,0,1154,47,0,"Pass",1,0,0
,"Run",2017091005,"JAX","HOU",4,0,903,3,0,"Pass",3,0,0
"D.Watson","Pass",2017091005,"HOU","JAX",9,0,683,6,1,"Run",5,0,0
,"Run",2017091005,"JAX","HOU",1,0,599,8,0,"Pass",0,0,0
"D.Watson","Pass",2017091005,"HOU","JAX",6,0,501,9,1,"Run",1,0,0
,"Run",2017091005,"JAX","HOU",2,0,211,13,0,"Pass",0,0,0
,"Run",2017091005,"HOU","JAX",8,0,184,14,0,"Run",2,0,1
"C.Palmer","Pass",2017091004,"ARI","DET",4,0,3594,15,1,"Run",8,0,0
,"Run",2017091004,"DET","ARI",5,0,3420,17,0,"Run",-2,0,1
"C.Palmer","Pass",2017091004,"ARI","DET",3,0,3273,19,1,"Run",0,0,0
,"Run",2017091004,"DET","ARI",1,0,2855,22,0,"Pass",2,0,0
"C.Palmer","Pass",2017091004,"ARI","DET",0,0,2557,25,1,"Run",3,0,0
,"Run",2017091004,"DET","ARI",5,0,2419,27,0,"Pass",0,0,0
"C.Palmer","Pass",2017091004,"ARI","DET",0,0,2057,31,1,"Run",-2,0,0
,"Run",2017091004,"DET","ARI",-4,0,2034,32,0,"Pass",0,0,0
"C.Palmer","Pass",2017091004,"ARI","DET",0,0,1913,33,1,"Run",-4,0,0
"M.Stafford","Pass",2017091004,"DET","ARI",13,0,1839,38,1,"Pass",0,0,1
,"Run",2017091004,"ARI","DET",3,0,1586,43,0,"Run",2,0,1
"M.Stafford","Pass",2017091004,"DET","ARI",31,1,1232,50,1,"Run",3,0,0
,"Run",2017091004,"ARI","DET",5,1,1143,52,0,"Run",2,0,1
,"Run",2017091004,"DET","ARI",3,0,1132,53,0,"Run",5,1,1
"C.Palmer","Pass",2017091004,"ARI","DET",8,0,1087,54,1,"Run",3,0,0
,"Run",2017091004,"DET","ARI",14,1,856,56,0,"Run",1,0,1
"C.Palmer","Pass",2017091004,"ARI","DET",24,1,567,3,1,"Run",-2,0,0
,"Run",2017091004,"DET","ARI",7,0,428,5,0,"Pass",0,0,0
"C.Palmer","Pass",2017091004,"ARI","DET",0,0,253,8,1,"Run",1,0,0
,"Run",2017091004,"DET","ARI",6,0,93,14,0,"Pass",1,0,0
,"Run",2017091003,"CLE","PIT",1,0,3600,15,0,"Run",6,0,1
"B.Roethlisberger","Pass",2017091003,"PIT","CLE",7,1,3179,17,1,"Run",5,0,0
,"Run",2017091003,"CLE","PIT",2,0,3048,19,0,"Pass",3,0,0
"B.Roethlisberger","Pass",2017091003,"PIT","CLE",0,0,2722,24,1,"Run",2,0,0
,"Run",2017091003,"CLE","PIT",3,1,2577,26,0,"Pass",0,0,0
,"Run",2017091003,"PIT","CLE",1,0,2473,28,0,"Run",-1,0,1
"D.Kizer","Pass",2017091003,"CLE","PIT",19,1,2322,30,1,"Pass",9,0,1
"B.Roethlisberger","Pass",2017091003,"PIT","CLE",10,1,2241,32,1,"Run",1,0,0
,"Run",2017091003,"CLE","PIT",1,0,2118,34,0,"Pass",6,0,0
"B.Roethlisberger","Pass",2017091003,"PIT","CLE",6,0,2007,35,1,"Run",1,0,0
,"Run",2017091003,"CLE","PIT",3,0,1841,39,0,"Pass",0,0,0
"B.Roethlisberger","Pass",2017091003,"PIT","CLE",0,0,1800,40,1,"Run",3,0,0
"D.Kizer","Pass",2017091003,"CLE","PIT",23,1,1736,41,1,"Pass",0,0,1
"B.Roethlisberger","Pass",2017091003,"PIT","CLE",14,1,1467,44,1,"Run",2,0,0
"D.Kizer","Pass",2017091003,"CLE","PIT",-5,0,1237,48,1,"Run",1,0,0
"B.Roethlisberger","Pass",2017091003,"PIT","CLE",2,0,973,52,1,"Pass",0,1,1
"D.Kizer","Pass",2017091003,"CLE","PIT",0,0,401,3,1,"Pass",-1,0,1
"B.Roethlisberger","Pass",2017091003,"PIT","CLE",8,0,213,7,1,"Run",1,0,0
,"Run",2017091001,"ATL","CHI",6,0,3588,9,0,"Run",15,0,1
,"Run",2017091001,"CHI","ATL",1,0,3169,14,0,"Pass",7,0,0
"M.Ryan","Pass",2017091001,"ATL","CHI",0,0,3025,15,1,"Run",1,0,0
,"Run",2017091001,"CHI","ATL",11,1,2959,16,0,"Pass",0,0,0
,"Run",2017091001,"ATL","CHI",5,0,2695,20,0,"Run",2,0,1
,"Run",2017091001,"CHI","ATL",3,0,2069,26,0,"Run",5,0,1
,"Run",2017091001,"ATL","CHI",0,0,1629,32,0,"Run",2,0,1
,"Run",2017091001,"CHI","ATL",5,0,1510,33,0,"Run",0,0,1
"M.Ryan","Pass",2017091001,"ATL","CHI",0,0,1419,34,1,"Run",5,0,0
,"Run",2017091001,"CHI","ATL",-3,0,1025,40,0,"Run",6,0,1
"M.Ryan","Pass",2017091001,"ATL","CHI",7,0,774,43,1,"Pass",7,0,1
"M.Glennon","Pass",2017091001,"CHI","ATL",10,1,715,44,1,"Pass",7,0,1
"M.Ryan","Pass",2017091001,"ATL","CHI",0,0,446,49,1,"Pass",19,0,1
"M.Glennon","Pass",2017091001,"CHI","ATL",0,0,198,52,1,"Run",0,0,0
"A.Dalton","Pass",2017091002,"CIN","BAL",5,0,3600,2,1,"Pass",0,0,1
,"Run",2017091002,"BAL","CIN",-1,0,3458,4,0,"Run",1,0,1
,"Run",2017091002,"CIN","BAL",1,0,2984,9,0,"Pass",0,0,0
,"Run",2017091002,"BAL","CIN",4,0,2794,12,0,"Pass",0,1,0
"A.Dalton","Pass",2017091002,"CIN","BAL",14,1,2666,13,1,"Run",4,0,0
"J.Flacco","Pass",2017091002,"BAL","CIN",0,0,2333,19,1,"Run",1,0,0
,"Run",2017091002,"CIN","BAL",8,1,2230,20,0,"Pass",0,0,0
,"Run",2017091002,"BAL","CIN",1,0,2146,22,0,"Pass",0,0,0
,"Run",2017091002,"CIN","BAL",4,0,1907,26,0,"Run",1,0,1
,"Run",2017091002,"BAL","CIN",2,0,1891,27,0,"Run",4,0,1
"A.Dalton","Pass",2017091002,"CIN","BAL",0,0,1888,28,1,"Run",2,0,0
,"Run",2017091002,"BAL","CIN",7,0,1830,29,0,"Pass",0,0,0
,"Run",2017091002,"CIN","BAL",3,0,1746,31,0,"Run",2,0,1
,"Run",2017091002,"BAL","CIN",7,0,1544,33,0,"Run",2,0,1
"A.Dalton","Pass",2017091002,"CIN","BAL",5,0,966,39,1,"Pass",0,0,1
,"Run",2017091002,"BAL","CIN",11,0,918,40,0,"Pass",5,0,0
"A.Dalton","Pass",2017091002,"CIN","BAL",4,0,743,42,1,"Run",2,0,0
,"Run",2017091002,"BAL","CIN",4,0,587,44,0,"Pass",0,0,0
"A.Dalton","Pass",2017091002,"CIN","BAL",0,0,436,45,1,"Run",4,0,0
,"Run",2017091002,"BAL","CIN",-1,0,273,48,0,"Pass",0,0,0
,"Run",2017091002,"CIN","BAL",3,1,247,49,0,"Run",-1,0,1
,"Run",2017091002,"BAL","CIN",-2,0,172,51,0,"Run",4,0,1
,"Run",2017091002,"CIN","BAL",-4,0,66,52,0,"Run",-2,0,1
,"Run",2017091009,"IND","LA",2,0,3463,4,0,"Pass",0,0,0
,"Run",2017091009,"LA","IND",3,0,3081,9,0,"Run",-1,0,1
,"Run",2017091009,"IND","LA",16,1,2823,11,0,"Run",9,0,1
,"Run",2017091009,"LA","IND",-3,0,2736,13,0,"Run",2,0,1
"S.Tolzien","Pass",2017091009,"IND","LA",16,1,2642,14,1,"Run",-3,0,0
"J.Goff","Pass",2017091009,"LA","IND",24,1,2509,16,1,"Run",2,0,0
"S.Tolzien","Pass",2017091009,"IND","LA",32,1,2120,21,1,"Pass",0,0,1
,"Run",2017091009,"LA","IND",12,1,1988,22,0,"Pass",32,1,0
,"Run",2017091009,"IND","LA",6,0,1800,25,0,"Run",1,0,1
"J.Goff","Pass",2017091009,"LA","IND",8,0,1623,27,1,"Pass",3,0,1
"S.Tolzien","Pass",2017091009,"IND","LA",0,0,1343,31,1,"Run",2,0,0
,"Run",2017091009,"LA","IND",0,0,1230,33,0,"Run",1,0,1
,"Run",2017091009,"IND","LA",3,0,1157,34,0,"Run",0,0,1
,"Run",2017091009,"LA","IND",1,0,1057,35,0,"Run",3,0,1
,"Run",2017091009,"IND","LA",24,1,853,37,0,"Pass",3,0,0
,"Run",2017091009,"LA","IND",-4,0,660,40,0,"Run",2,0,1
,"Run",2017091009,"IND","LA",-3,0,569,41,0,"Run",-4,0,1
,"Run",2017091009,"LA","IND",5,0,550,42,0,"Run",-3,0,1
"J.Brissett","Pass",2017091009,"IND","LA",0,0,268,45,1,"Run",1,0,0
,"Run",2017091009,"LA","IND",1,0,174,46,0,"Pass",0,0,0
"B.Hoyer","Pass",2017091011,"SF","CAR",12,1,3422,3,1,"Run",4,0,0
,"Run",2017091011,"CAR","SF",3,0,3167,6,0,"Run",2,0,1
,"Run",2017091011,"SF","CAR",12,1,3064,7,0,"Run",3,0,1
"C.Newton","Pass",2017091011,"CAR","SF",-3,0,2975,10,1,"Run",2,0,0
,"Run",2017091011,"SF","CAR",18,1,2880,11,0,"Pass",-3,0,0
"C.Newton","Pass",2017091011,"CAR","SF",4,0,2745,13,1,"Run",1,0,0
"B.Hoyer","Pass",2017091011,"SF","CAR",0,0,2647,14,1,"Pass",4,0,1
,"Run",2017091011,"CAR","SF",5,0,2534,15,0,"Pass",0,0,0
,"Run",2017091011,"SF","CAR",2,0,2386,18,0,"Pass",0,1,0
,"Run",2017091011,"CAR","SF",10,1,2187,20,0,"Run",5,0,1
"B.Hoyer","Pass",2017091011,"SF","CAR",0,0,2003,23,1,"Run",4,0,0
"C.Newton","Pass",2017091011,"CAR","SF",0,0,1842,25,1,"Run",1,0,0
"B.Hoyer","Pass",2017091011,"SF","CAR",14,1,1800,27,1,"Pass",1,0,1
,"Run",2017091011,"CAR","SF",1,0,1765,29,0,"Pass",0,1,0
,"Run",2017091011,"SF","CAR",1,0,1584,32,0,"Pass",9,0,0
,"Run",2017091011,"CAR","SF",2,0,1504,33,0,"Run",1,0,1
"B.Hoyer","Pass",2017091011,"SF","CAR",5,0,1091,38,1,"Run",1,0,0
"C.Newton","Pass",2017091011,"CAR","SF",3,0,900,41,1,"Pass",8,0,1
"B.Hoyer","Pass",2017091011,"SF","CAR",0,0,817,43,1,"Run",-5,1,0
,"Run",2017091011,"CAR","SF",5,0,528,47,0,"Pass",0,0,0
"R.Wilson","Pass",2017091010,"SEA","GB",0,0,3593,51,1,"Run",1,0,0
,"Run",2017091010,"SEA","GB",2,0,3266,5,0,"Pass",0,1,0
,"Run",2017091010,"GB","SEA",3,0,3173,6,0,"Run",2,0,1
,"Run",2017091010,"SEA","GB",-2,0,2794,10,0,"Pass",0,0,0
"A.Rodgers","Pass",2017091010,"GB","SEA",0,0,2688,11,1,"Run",-2,0,0
"R.Wilson","Pass",2017091010,"SEA","GB",6,0,2473,14,1,"Run",2,0,0
,"Run",2017091010,"GB","SEA",3,0,2329,16,0,"Run",4,0,1
,"Run",2017091010,"SEA","GB",0,0,2232,17,0,"Run",3,0,1
,"Run",2017091010,"GB","SEA",0,0,2028,18,0,"Run",0,0,1
,"Run",2017091010,"SEA","GB",-1,0,1855,20,0,"Pass",0,0,0
,"Run",2017091010,"GB","SEA",4,0,1800,24,0,"Pass",0,0,0
,"Run",2017091010,"SEA","GB",3,0,1529,27,0,"Run",6,0,1
"A.Rodgers","Pass",2017091010,"GB","SEA",9,0,1151,32,1,"Run",0,0,0
"R.Wilson","Pass",2017091010,"SEA","GB",11,0,905,36,1,"Pass",6,0,1
"A.Rodgers","Pass",2017091010,"GB","SEA",5,0,818,38,1,"Pass",7,0,1
"R.Wilson","Pass",2017091010,"SEA","GB",11,1,481,43,1,"Pass",0,0,1
,"Run",2017091010,"GB","SEA",2,0,377,47,0,"Pass",0,0,0
,"Run",2017091012,"NYG","DAL",3,0,3367,4,0,"Pass",7,0,0
,"Run",2017091012,"DAL","NYG",6,0,3263,5,0,"Run",3,0,1
"E.Manning","Pass",2017091012,"NYG","DAL",5,0,3085,8,1,"Pass",0,0,1
"D.Prescott","Pass",2017091012,"DAL","NYG",8,0,3023,9,1,"Pass",5,0,1
,"Run",2017091012,"NYG","DAL",3,0,2557,14,0,"Run",-7,0,1
"D.Prescott","Pass",2017091012,"DAL","NYG",0,0,2367,16,1,"Run",3,0,0
,"Run",2017091012,"NYG","DAL",12,1,2204,18,0,"Run",5,0,1
,"Run",2017091012,"DAL","NYG",10,1,2028,20,0,"Pass",-1,0,0
"E.Manning","Pass",2017091012,"NYG","DAL",0,0,1901,24,1,"Pass",3,0,1
"D.Prescott","Pass",2017091012,"DAL","NYG",14,1,1879,25,1,"Pass",0,0,1
,"Run",2017091012,"NYG","DAL",6,0,1698,29,0,"Pass",9,0,0
,"Run",2017091012,"DAL","NYG",2,0,1210,34,0,"Run",1,0,1
"E.Manning","Pass",2017091012,"NYG","DAL",0,0,998,36,1,"Pass",-2,0,1
,"Run",2017091012,"DAL","NYG",4,0,756,39,0,"Run",-2,0,1
"E.Manning","Pass",2017091012,"NYG","DAL",31,1,506,42,1,"Pass",0,0,1
,"Run",2017091012,"DAL","NYG",4,0,468,44,0,"Pass",0,1,0
"E.Manning","Pass",2017091012,"NYG","DAL",4,0,108,48,1,"Run",-4,0,0
"S.Bradford","Pass",2017091100,"MIN","NO",4,0,3197,7,1,"Run",1,0,0
,"Run",2017091100,"NO","MIN",3,0,2761,12,0,"Run",2,0,1
,"Run",2017091100,"MIN","NO",6,0,2685,13,0,"Run",3,0,1
"D.Brees","Pass",2017091100,"NO","MIN",0,0,2535,14,1,"Run",6,0,0
"S.Bradford","Pass",2017091100,"MIN","NO",35,1,2121,19,1,"Run",5,0,0
,"Run",2017091100,"NO","MIN",2,0,2042,22,0,"Pass",18,0,0
,"Run",2017091100,"MIN","NO",5,0,1903,23,0,"Run",2,0,1
,"Run",2017091100,"NO","MIN",2,0,1567,30,0,"Pass",4,0,0
,"Run",2017091100,"MIN","NO",-2,0,1468,31,0,"Run",2,0,1
"D.Brees","Pass",2017091100,"NO","MIN",14,1,1229,33,1,"Run",-6,0,0
"S.Bradford","Pass",2017091100,"MIN","NO",0,0,1059,37,1,"Run",2,0,0
"D.Brees","Pass",2017091100,"NO","MIN",5,0,772,41,1,"Run",4,0,0
,"Run",2017091100,"MIN","NO",4,0,469,45,0,"Pass",7,0,0
"D.Brees","Pass",2017091100,"NO","MIN",9,0,240,48,1,"Run",0,0,0
,"Run",2017091100,"MIN","NO",2,0,115,52,0,"Pass",8,0,0
,"Run",2017091101,"LAC","DEN",21,1,3450,3,0,"Run",2,0,1
"T.Siemian","Pass",2017091101,"DEN","LAC",0,0,3355,5,1,"Run",5,0,0
,"Run",2017091101,"LAC","DEN",2,0,2990,10,0,"Run",7,0,1
,"Run",2017091101,"DEN","LAC",2,0,2695,14,0,"Run",0,0,1
,"Run",2017091101,"LAC","DEN",6,0,2599,15,0,"Run",2,0,1
,"Run",2017091101,"DEN","LAC",3,0,2405,17,0,"Run",1,0,1
,"Run",2017091101,"LAC","DEN",2,0,2127,22,0,"Run",0,0,1
,"Run",2017091101,"DEN","LAC",9,0,1906,25,0,"Run",1,0,1
,"Run",2017091101,"LAC","DEN",2,0,1800,27,0,"Run",2,0,1
,"Run",2017091101,"DEN","LAC",4,0,1707,28,0,"Run",2,0,1
"P.Rivers","Pass",2017091101,"LAC","DEN",9,0,900,36,1,"Run",-2,0,0
,"Run",2017091101,"DEN","LAC",0,0,718,38,0,"Run",-2,0,1
"P.Rivers","Pass",2017091101,"LAC","DEN",0,0,637,39,1,"Run",0,0,0
,"Run",2017091101,"DEN","LAC",4,0,481,43,0,"Pass",5,0,0
"P.Rivers","Pass",2017091101,"LAC","DEN",38,0,427,44,1,"Run",4,0,0
"T.Siemian","Pass",2017091101,"DEN","LAC",44,1,420,45,1,"Pass",38,0,1
"P.Rivers","Pass",2017091101,"LAC","DEN",10,1,247,47,1,"Run",3,0,0
,"Run",2017091101,"DEN","LAC",3,0,184,49,0,"Pass",0,0,0
"P.Rivers","Pass",2017091101,"LAC","DEN",3,0,120,50,1,"Run",3,0,0
,"Run",2017091400,"CIN","HOU",5,0,3539,2,0,"Run",4,0,1
,"Run",2017091400,"HOU","CIN",0,0,3420,3,0,"Run",5,0,1
"A.Dalton","Pass",2017091400,"CIN","HOU",0,0,3288,4,1,"Run",0,0,0
"D.Watson","Pass",2017091400,"HOU","CIN",8,0,3195,5,1,"Pass",0,0,1
,"Run",2017091400,"CIN","HOU",12,1,2986,7,0,"Run",5,0,1
,"Run",2017091400,"HOU","CIN",5,0,2972,8,0,"Run",12,1,1
"A.Dalton","Pass",2017091400,"CIN","HOU",50,1,2779,10,1,"Run",2,0,0
"D.Watson","Pass",2017091400,"HOU","CIN",2,0,2624,12,1,"Pass",2,0,1
,"Run",2017091400,"CIN","HOU",3,0,2420,14,0,"Run",0,0,1
,"Run",2017091400,"HOU","CIN",6,0,2237,16,0,"Run",3,0,1
,"Run",2017091400,"CIN","HOU",7,0,2116,17,0,"Run",6,0,1
,"Run",2017091400,"HOU","CIN",4,0,2070,18,0,"Run",7,0,1
"A.Dalton","Pass",2017091400,"CIN","HOU",5,0,1850,21,1,"Pass",25,1,1
,"Run",2017091400,"HOU","CIN",8,0,1286,30,0,"Run",4,0,1
,"Run",2017091400,"CIN","HOU",6,0,1082,33,0,"Run",0,0,1
"D.Watson","Pass",2017091400,"HOU","CIN",7,0,932,35,1,"Run",2,0,0
,"Run",2017091400,"CIN","HOU",7,0,820,36,0,"Pass",7,0,0
,"Run",2017091400,"HOU","CIN",1,0,675,38,0,"Run",-1,0,1
"A.Dalton","Pass",2017091400,"CIN","HOU",0,0,593,39,1,"Run",1,0,0
"D.Watson","Pass",2017091400,"HOU","CIN",11,1,500,40,1,"Pass",0,0,1
"A.Dalton","Pass",2017091400,"CIN","HOU",12,1,110,46,1,"Pass",2,0,1
,"Run",2017091400,"HOU","CIN",6,0,68,48,0,"Pass",0,0,0
"A.Dalton","Pass",2017091400,"CIN","HOU",-3,0,2,49,1,"Run",6,0,0
,"Run",2017091700,"BAL","CLE",-1,0,3495,2,0,"Run",3,0,1
,"Run",2017091700,"CLE","BAL",9,0,3306,5,0,"Run",2,0,1
"J.Flacco","Pass",2017091700,"BAL","CLE",7,0,3150,8,1,"Pass",2,0,1
,"Run",2017091700,"CLE","BAL",2,0,2918,12,0,"Run",4,0,1
,"Run",2017091700,"BAL","CLE",2,0,2728,15,0,"Run",3,0,1
,"Run",2017091700,"CLE","BAL",-1,0,2621,17,0,"Pass",0,1,0
,"Run",2017091700,"BAL","CLE",12,1,2443,19,0,"Run",0,0,1
"K.Hogan","Pass",2017091700,"CLE","BAL",0,0,2232,23,1,"Run",4,0,0
"J.Flacco","Pass",2017091700,"BAL","CLE",15,1,2096,26,1,"Run",1,0,0
"K.Hogan","Pass",2017091700,"CLE","BAL",8,0,1857,31,1,"Pass",0,0,1
"J.Flacco","Pass",2017091700,"BAL","CLE",1,0,1819,33,1,"Pass",0,1,1
,"Run",2017091700,"CLE","BAL",4,0,1629,37,0,"Run",0,0,1
"J.Flacco","Pass",2017091700,"BAL","CLE",0,0,1461,40,1,"Run",2,0,0
,"Run",2017091700,"CLE","BAL",2,0,1399,41,0,"Pass",0,0,0
,"Run",2017091700,"BAL","CLE",-2,0,1275,42,0,"Run",2,0,1
,"Run",2017091700,"CLE","BAL",3,0,896,46,0,"Run",1,0,1
,"Run",2017091700,"BAL","CLE",7,0,701,52,0,"Run",-4,0,1
"D.Kizer","Pass",2017091700,"CLE","BAL",0,0,395,56,1,"Run",13,1,0
,"Run",2017091700,"BAL","CLE",1,0,369,57,0,"Pass",0,0,0
"D.Kizer","Pass",2017091700,"CLE","BAL",1,0,220,59,1,"Run",-1,0,0
,"Run",2017091707,"CHI","TB",-3,0,3238,6,0,"Run",2,0,1
